"entry_id";"resource_id";"resource_name";"HAC_resource_name";"group_id";"cluster_id";"node_id";"event_date";"current_state";"critical_factor";"failure_repetition";"redundancy_factor";"aggeregated_failure_count";"reinitialization_factor";"dependency_type";"dependency_levels_up";"dependency_levels_down"
831;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 22:44:52";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
832;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 22:44:52";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
833;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"2021-03-08 22:44:52";"offline";"false";"low";"false";"low";"true";"global";"low";"low"
834;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"2021-03-08 22:44:52";"offline";"true";"low";"false";"low";"false";"shared";"low";"low"
835;"C1G4A1B1";"backup lock server service";"rsc_DEV_ERS10";"C1G4A1";"cluster1";1;"2021-03-08 22:44:52";"offline";"false";"low";"false";"low";"true";"local";"low";"low"
836;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 22:57:12";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
837;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 22:57:14";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
838;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 23:03:31";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
839;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 23:03:47";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
840;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 23:03:47";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
841;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-08 23:03:51";"offline";"true";"low";"true";"low";"true";"local";"low";"low"
842;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 08:20:07";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
843;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 08:20:08";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
844;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 08:20:11";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
845;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"2021-03-09 08:23:21";"offline";"true";"low";"false";"low";"false";"global";"low";"low"
846;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"2021-03-09 08:23:21";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
847;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"2021-03-09 08:23:21";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
848;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"2021-03-09 08:23:21";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
849;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 08:23:22";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
850;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 08:23:22";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
851;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 08:23:22";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
852;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"2021-03-09 08:23:22";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
853;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 08:23:22";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
854;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 08:23:22";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
855;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 08:23:22";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
856;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-09 08:23:22";"offline";"true";"low";"true";"low";"true";"local";"low";"low"
857;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 08:23:22";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
858;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"2021-03-09 08:23:22";"offline";"false";"low";"false";"low";"true";"global";"low";"low"
859;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"2021-03-09 08:23:22";"offline";"true";"low";"false";"low";"false";"shared";"low";"low"
860;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-09 08:33:45";"offline";"true";"low";"true";"low";"true";"local";"low";"low"
861;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 08:41:59";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
862;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 08:45:49";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
863;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 08:46:29";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
864;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 08:46:29";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
865;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 08:59:26";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
866;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 08:59:29";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
867;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 09:00:21";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
868;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 09:00:21";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
869;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 09:03:37";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
870;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 09:03:37";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
871;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 09:03:37";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
872;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 09:03:40";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
873;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 09:03:40";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
874;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 09:03:40";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
875;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"2021-03-09 09:05:32";"offline";"true";"low";"false";"low";"false";"global";"low";"low"
876;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"2021-03-09 09:05:32";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
877;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"2021-03-09 09:05:32";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
878;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 09:05:32";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
879;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"2021-03-09 09:05:32";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
880;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 09:05:32";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
881;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 09:05:32";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
882;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 09:05:32";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
883;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"2021-03-09 09:05:32";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
884;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-09 09:05:32";"offline";"true";"low";"true";"low";"true";"local";"low";"low"
885;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 09:05:32";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
886;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 09:05:32";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
887;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 09:05:32";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
888;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"2021-03-09 09:05:32";"offline";"false";"low";"false";"low";"true";"global";"low";"low"
889;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"2021-03-09 09:05:32";"offline";"true";"low";"false";"low";"false";"shared";"low";"low"
890;"C1G4A1B1";"backup lock server service";"rsc_DEV_ERS10";"C1G4A1";"cluster1";1;"2021-03-09 09:05:32";"offline";"false";"low";"false";"low";"true";"local";"low";"low"
891;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 09:06:03";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
892;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-09 09:11:19";"offline";"true";"low";"true";"low";"true";"local";"low";"low"
893;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 09:50:10";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
894;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 09:54:49";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
895;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 09:55:39";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
896;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 10:10:41";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
897;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 10:25:41";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
898;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 10:40:41";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
899;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 10:55:41";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
900;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 11:10:41";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
901;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 11:17:48";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
902;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 11:17:48";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
903;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 11:18:29";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
904;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 11:18:29";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
905;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 11:18:49";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
906;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 11:18:49";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
907;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 11:19:10";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
908;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 11:19:10";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
909;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 11:19:31";"offline";"false";"high";"false";"low";"true";"local";"high";"low"
910;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 11:19:31";"offline";"true";"high";"false";"high";"true";"local";"low";"low"
911;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 11:34:31";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
912;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 11:34:31";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
913;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 11:49:31";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
914;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 11:49:31";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
915;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 11:53:59";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
916;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 11:53:59";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
917;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 12:00:16";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
918;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 12:00:16";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
919;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 12:00:26";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
920;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 12:16:08";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
921;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 12:21:29";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
922;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 12:21:29";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
923;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 12:21:33";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
924;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 12:21:33";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
925;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"2021-03-09 12:55:57";"offline";"true";"low";"false";"low";"false";"global";"low";"low"
926;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"2021-03-09 12:55:57";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
927;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"2021-03-09 12:55:57";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
928;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 12:55:57";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
929;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"2021-03-09 12:55:57";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
930;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 12:55:57";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
931;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 12:55:57";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
932;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 12:55:57";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
933;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-09 12:55:57";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
934;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 12:55:57";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
935;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 12:55:57";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
936;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-09 12:55:57";"offline";"true";"low";"true";"low";"true";"local";"low";"low"
937;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"2021-03-09 12:55:57";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
938;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"2021-03-09 12:55:57";"offline";"false";"low";"false";"low";"true";"global";"low";"low"
939;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"2021-03-09 12:55:57";"offline";"true";"low";"false";"low";"false";"shared";"low";"low"
940;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-09 13:02:59";"offline";"true";"low";"true";"low";"true";"local";"low";"low"
941;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 20:01:41";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
942;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 20:02:24";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
943;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 20:03:31";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
944;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 20:06:12";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
945;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 20:06:54";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
946;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 20:06:55";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
947;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 20:07:51";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
948;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 20:07:54";"offline";"true";"high";"false";"low";"true";"local";"low";"low"
949;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 20:08:15";"offline";"true";"high";"false";"high";"true";"local";"low";"low"
950;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 20:08:30";"offline";"true";"high";"false";"high";"true";"local";"low";"low"
951;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 20:09:12";"offline";"true";"high";"false";"high";"true";"local";"low";"low"
952;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 20:10:34";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
953;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 20:11:16";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
954;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 20:26:34";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
955;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 20:41:34";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
956;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 20:56:35";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
957;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 21:11:35";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
958;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 21:26:35";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
959;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 21:41:35";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
960;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 21:56:35";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
961;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 22:11:35";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
962;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 22:26:35";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
963;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 22:41:35";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
964;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 22:56:35";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
965;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 23:11:35";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
966;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 23:26:35";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
967;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 23:41:35";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
968;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-09 23:56:35";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
